"fips","gini_cnty","income_cnty","black_cnty","pop_cnty","perc_bush"
29215,44,3.0569,2.76586,2.4477,66.3792
29217,43.2,3.3161,0.347792,2.0127,64.1267
29219,41,4.9722,1.87114,3.0249,59.0722
29221,43.7,3.551,2.26166,2.423,51.0063
29223,43.3,2.8315,0.436751,1.2593,63.5376
29225,40.4,3.9478,1.17581,3.5635,68.656
29227,36.1,3.9479,0,0.2058,61.3132
29229,48.9,2.7598,0.232275,1.8082,73.5685
29510,47.9,3.4227,48.235,35.5078,45.3587
30001,42.5,3.7038,0.247553,0.8887,72.8266
30003,43,3.4891,0,1.2809,47.2481
30005,42.6,3.7039,0,0.6515,52.7738
30007,37.2,4.286,0.282486,0.4602,76.0804
30009,41,5.0676,0.0718612,0.9741,63.4809
30011,44.7,3.5813,0,0.126,88.4943
30013,44,4.1964,1.53579,8.1912,57.5122
30015,41.9,3.8664,0.268045,0.5223,66.2642
30017,40.6,3.8627,0.233624,1.1129,65.9724
30019,44.4,3.43,0,0.1483,68.7669
30021,40.7,4.7706,0.596701,0.8547,64.9403
30023,42,3.3429,1.48716,0.8876,38.2908
30025,40.5,5.3889,0,0.2657,79.4336
30027,43.5,3.6568,0.820111,1.1218,72.7557
30029,43.5,4.5258,0.198484,8.6657,68.2579
30031,43.3,4.9343,0.491148,8.6532,56.8885
30033,42.4,3.288,0,0.1135,90.7692
30035,43.3,4.1009,0.402655,1.3411,40.4604
30037,38.3,3.6029,0,0.0873,76.3006
30039,45.3,3.5247,0,0.288,73.0524
30041,42.2,4.4833,0.389437,1.6434,53.0498
30043,38.9,5.6294,0.234129,1.1105,66.4304
30045,44.7,3.99,0,0.2077,74.1352
30047,42.8,3.9048,0.20539,2.8239,58.4201
30049,42,5.0245,0.307918,6.0081,55.7527
30051,45.9,3.931,0,0.21,71.6098
30053,41.4,3.2644,0.443898,1.8698,70.8489
30055,37.3,4.0903,0,0.1747,70.1863
30057,40.2,4.2054,0.273448,0.7314,73.614
30059,45,3.3365,0,0.1628,72.6327
30061,38.9,3.682,0,0.3898,67.9803
30063,47.4,4.122,0.585969,10.5637,46.1662
30065,44.8,3.3,0,0.4413,74.6295
30067,45.4,3.973,0,1.5935,58.9449
30069,39.3,3.8833,1.36719,0.0512,79.4425
30071,39.6,3.708,0,0.3959,77.8913
30073,44.9,3.279,0.744627,0.5909,65.3955
30075,40,3.9489,0,0.1668,83.8394
30077,36.3,4.0329,0.87856,0.7057,71.3043
30079,44.2,3.6618,0,0.1004,74.4884
30081,44.3,4.2654,0.0349476,4.006,67.559
30083,42.6,4.9553,0,0.9128,72.7145
30085,43.9,3.4731,0,1.0231,43.9451
30087,41.1,4.3269,0.633741,0.9152,55.8153
30089,41.6,3.1521,0.328767,1.095,68.3992
30091,44.3,3.9091,0.0280269,0.3568,57.2628
30093,41.2,3.7324,0.204643,3.274,39.9412
30095,40.1,5.5401,0.524904,0.8573,73.3248
30097,41.9,4.3016,0,0.3675,76.6327
30099,42.5,3.936,0.244618,0.6132,67.1076
30101,40.8,4.1322,0.684932,0.511,68.9926
30103,36.8,4.3553,0,0.0912,72.956
30105,43.4,3.8559,0.624274,0.6888,62.4622
30107,42.6,3.0375,0,0.2018,73.1328
30109,43.4,3.2154,0.759219,0.0922,73.07
30111,43.3,4.6967,1.08804,14.0436,62.1424
31001,42.3,4.4524,0.593508,3.3024,70.1408
31003,41.5,3.5883,0.222916,0.6729,81.1556
31005,30.6,4.475,0,0.0364,90.1515
31007,49.8,3.2833,0,0.0824,86.7442
31009,33.1,3.5694,0,0.0471,89.1566
31011,41.4,4.3891,0,0.5531,80.3067
31013,38.8,4.5,0.498595,1.1031,66.4839
31015,39.9,3.306,0,0.212,79.8587
31017,49.7,2.6676,0.125865,0.3178,83.5495
31019,42.6,4.63,0.840074,4.4877,76.8779
31021,42.4,4.3333,0.32638,0.7047,64.4598
31023,35.8,4.5226,0.16635,0.8416,72.971
31025,36.4,6.2527,0.439302,2.5495,67.7966
31027,42.7,4.243,0.0466092,0.8582,75.0499
31029,37.8,3.7192,0,0.3702,84.8565
31031,42.4,3.9089,0.0879972,0.5682,83.1009
31033,39.9,4.7115,0,0.9829,80.4978
31035,42.4,3.9642,0.0157878,0.6334,76.5066
31037,37.4,4.5919,0,1.01,71.5391
31039,41.8,4.19,0,0.933,76.8962
31041,40.8,4.2282,0.100973,1.0894,80.9387
31043,38.6,4.4564,0.162602,2.0295,53.7598
31045,47,3.1052,2.00321,0.8736,70.7584
31047,40.8,4.0842,0.935899,2.4789,77.4322
31049,41.4,3.8933,0.0503018,0.1988,78.4541
31051,36.6,4.2016,0.0642674,0.6224,67.8223
31053,40.5,4.4904,0.480796,3.5774,66.7525
31055,46.1,5.0107,10.9347,49.7939,59.1107
31057,46.6,3.8346,0,0.1939,81.8702
31059,39.3,4.2464,2.54503,0.6051,73.11
31061,42,3.5259,0,0.3187,75.1176
31063,41.7,4.1676,0,0.2643,80.1802
31065,40.4,3.8406,0,0.4681,79.2892
31067,40.4,4.1569,0.239808,2.2935,63.8271
31069,39.8,3.3692,0.0538793,0.1856,82.2034
31071,38.2,3.5455,0,0.1902,79.4669
31073,44.2,4.3487,0.207039,0.1932,79.6777
31075,38.5,3.7,0,0.0608,89.1139
31077,37.4,3.8355,0.895904,0.2344,69.6284
31079,40.8,4.6215,1.4191,5.5669,69.366
31081,37.2,4.9618,0.139755,0.9302,77.9569
31083,44.6,3.9565,0,0.335,77.7125
31085,37.1,3.9427,0,0.1044,88.5135
31087,38.1,3.6307,0.279916,0.2858,79.336
31089,41.6,3.7625,0.185221,1.0258,81.9936
31091,39.8,3.5547,0,0.0661,85.5895
31093,37.6,4.4104,0.371575,0.6459,68.3816
31095,39.7,3.8797,0,0.7502,65.2701
31097,35.5,4.3631,5.68293,0.5103,61.5709
31099,40,4.9894,0.198473,0.655,78.0342
31101,42.8,4.0826,0.214268,0.7934,81.2346
31103,38.5,3.4038,0,0.0863,81.3653
31105,38.1,4.0233,0,0.3644,79.9674
31107,42.2,3.5349,0.37357,0.8566,73.1486
31109,43.5,5.0217,3.20589,27.4432,56.7515
31111,42.9,4.4667,0.696147,3.5481,68.7977
31113,32.9,4.2857,0,0.072,83.8196
31115,40.7,3.1364,0,0.055,81.3648
31117,32.5,5.0833,0.200803,0.0498,83.7662
31119,43.2,4.2911,1.26703,3.4727,78.5081
31121,36.4,4.6171,0.508342,0.7672,76.2455
31123,43.6,3.6986,0,0.498,77.1352
31125,40,4.0729,1.01351,0.3552,71.8193
31127,42,4.1852,0.630372,0.698,70.3062
31129,44.5,3.2076,0.976476,0.4506,76.9608
31131,40.3,4.616,0.0259926,1.5389,68.3595
31133,37.1,4.1471,0,0.2682,67.0089
31135,34.2,4.6151,0,0.2771,82.7497
31137,40.5,4.3602,0.34828,0.9188,81.8358
31139,34.8,4.6579,0.370218,0.7293,83.4515
31141,38.8,4.8359,0.163671,3.1771,80.2028
31143,42.4,4.4104,0,0.5164,79.9153
31145,41.1,3.9674,0.176662,1.0755,79.0006
31147,38.2,3.6698,0,0.8358,68.9221
31149,44.9,3.462,0,0.1494,84.336
31151,38.1,4.5893,0.636022,1.3836,55.5433
31153,36,6.5189,3.3429,14.634,69.3541
31155,37.9,5.6495,0.0745712,2.0115,68.4001
31157,43,3.7643,0.537237,3.6483,72.5405
31159,41.1,5.4872,0.838612,1.6575,71.1463
31161,42.9,3.1003,0,0.5403,82.6983
31163,39.9,3.6741,0,0.2962,65.7407
31165,44.6,4.3313,0,0.1218,83.908
31167,40.2,4.5613,0,0.636,79.0501
31169,40.9,3.6719,0.038835,0.515,72.6529
31171,53.2,4.1,0.151057,0.0662,85.5204
31173,42.4,4.0553,0.482625,0.7252,61.4966
31175,42.8,3.4211,0,0.4221,74.5703
31177,39.1,6.087,0.354898,1.9724,71.6374
31179,38.9,4.3956,0.632098,0.9334,73.2856
31181,41.3,3.7386,1.23769,0.3555,71.0086
31183,51.5,4.2955,0,0.0741,80.9735
31185,41.6,4.7126,1.12894,1.4084,79.9435
32001,37.4,5.3134,1.60298,2.4704,72.5806
32003,43.1,5.608,9.71086,182.151,47.2769
32005,44.6,6.3531,0.260542,4.5674,64.3783
32007,37.2,6.3327,1.18858,4.6442,79.2128
32009,47.1,4.4118,0,0.0849,78.2516
32011,39.5,6.1472,0,0.1387,78.9765
32013,38.9,5.5084,0.113443,1.763,73.6345
32015,43.7,5.4008,1.60491,0.5047,78.9941
32017,38.8,4.2955,4.46606,0.4523,78.5963
32019,40.5,4.8513,0.840353,5.0931,65.913
32021,50.2,3.0217,0.99492,0.4724,58.2643
32023,42.6,4.2192,2.13584,4.2934,59.6393
32027,34.9,5.3042,5.4511,0.6329,70.7278
32029,27.2,6.0925,0,0.4265,58.5241
32031,44.8,5.5525,2.29644,40.4495,51.8206
32033,39.6,4.6148,0.662252,0.906,69.9248
32510,44,5.2096,1.3626,5.5262,57.8586
33001,41.8,5.4565,0.46807,6.1102,55.6168
33003,43.6,5.0479,0.365615,4.7591,51.8476
33005,41.7,5.5719,0.496281,7.7174,39.9636
33007,41,4.2786,0.356954,3.2217,48.272
33009,44.2,5.2691,0.851377,8.5626,43.3103
33011,41.1,6.8513,1.99217,40.2576,51.1266
33013,41.1,6.2225,0.823456,14.8156,47.144
33015,40,7.4842,0.69671,29.668,51.7805
33017,41.7,5.8363,0.845828,12.1656,43.6329
33019,40.7,5.0016,0.478413,4.2641,46.5926
34001,44.3,5.4934,16.2964,27.0016,46.7047
34003,46.8,8.135,5.70246,88.8546,47.7999
34005,40,7.5383,15.9769,44.6301,46.2046
34007,44.2,6.0362,18.847,51.6937,37.03
34009,45.8,5.4441,5.53605,9.7127,56.9968
34011,43.9,5.0035,20.5016,15.5266,46.605
34013,52.2,5.4176,40.9067,77.1353,29.5108
34015,39.4,7.1883,9.71527,28.4552,47.0662
34017,48.7,5.3475,13.6415,59.3615,32.6716
34019,43.4,10.25,2.77184,12.9517,60.0807
34021,47.6,7.1767,19.7255,36.3778,38.2134
34023,40.7,7.6321,9.70028,78.1957,43.0703
34025,45.6,8.2013,7.68477,64.1984,54.7173
34027,44.8,9.6316,3.13424,48.5828,58.0431
34029,42.6,5.9939,3.35215,56.5428,60.4217
34031,46.3,5.4888,12.4865,48.8793,44.2275
34033,40.3,5.9452,15.0647,6.5982,53.09
34035,44.9,9.6233,8.53195,32.0712,52.0093
34037,38.3,8.1488,1.88906,15.1239,64.8989
34039,47.7,6.6433,21.3769,52.205,40.6089
34041,40.1,6.9767,3.09674,10.9567,61.5344
35001,45.4,4.6121,3.09131,62.6822,47.8345
35003,42.3,3.0413,0.058651,0.341,71.7546
35005,44.2,3.6445,0.61573,6.2365,68.3823
35006,44,3.6146,0.387168,2.712,45.8105
35007,43,3.9249,0.342648,1.3133,51.8693
35009,45,3.6621,8.41151,4.4986,74.7683
35011,45.6,2.7821,0.258532,0.1934,71.4286
35013,45.5,3.5544,1.90073,19.7819,48.4647
35015,46.7,4.451,1.36909,5.1348,65.6355
35017,42.3,3.5896,0.575312,2.9723,45.6902
35019,47.3,2.9085,0.572738,0.4365,40.371
35021,43.8,3.1042,0.916031,0.0655,59.098
35023,41.4,3.902,1.37972,0.5001,55.5907
35025,42.8,4.2816,5.09835,5.8058,79.6768
35027,43.2,4.4079,0.35427,2.0888,67.8233
35028,35.2,10.0423,0.526287,1.8431,52.3565
35029,47.8,2.6661,0.714713,2.6724,55.1377
35031,47.4,3.2615,1.12519,7.0388,35.7422
35033,46.1,3.3622,0.0199203,0.502,32.9897
35035,41.2,3.8262,4.65146,6.3206,68.2519
35037,44.9,2.9797,0.643944,0.9007,64.776
35039,43.1,4.2514,0.415499,4.0674,34.4305
35041,45.1,3.2169,2.77395,1.8854,70.1899
35043,40.1,5.6703,2.421,11.6811,51.199
35045,44.7,4.5361,0.811627,12.247,66.2643
35047,46.6,3.0956,1.08392,2.86,27.445
35049,48.8,5.2923,0.935882,14.3501,28.097
35051,46.2,2.5642,0.316331,1.2645,61.6398
35053,48.7,3.2329,1.03507,1.8163,47.6604
35055,45.8,3.58,0.235339,3.1444,24.8964
35057,45.3,3.5146,0.501026,1.6566,62.3792
35059,40.4,3.7415,4.39414,0.3755,77.5053
35061,42,4.2955,1.50196,7.0974,55.9496
36001,44.7,5.535,11.5693,29.8341,37.8349
36003,41.5,4.0917,1.20062,4.9391,64.4658
36005,48.3,3.3794,33.9763,138.153,16.7222
36007,45.5,4.3467,4.29027,19.5209,24.8499
36009,40.5,4.1482,1.24208,8.0349,47.898
36011,40.8,4.7414,3.9903,7.9994,58.9694
36013,42.8,4.0179,2.12787,13.4078,47.9178
36015,44.4,4.242,5.83591,8.8161,53.0821
36017,42.5,4.3991,0.938064,5.0956,54.2832
36019,41.9,4.7786,3.36126,8.1755,54.967
36021,47.3,5.4573,4.98095,6.2217,45.5162
36023,41.5,4.4853,1.57239,4.8207,43.4767
36025,41.9,4.1656,1.47205,4.6194,50.9589
36027,41.4,6.8472,9.52678,29.2187,57.7352
36029,45.8,4.6609,13.3198,91.42,51.8646
36031,42.2,4.493,3.29053,3.7927,41.6179
36033,42.2,4.0587,7.12868,5.0374,52.1661
36035,43.5,4.1425,1.84805,5.5031,46.6722
36037,39.6,4.8197,2.23509,5.8208,56.833
36039,43.7,4.6213,6.19511,4.9071,61.1795
36041,41.4,4.5242,0.658551,0.5011,58.8329
36043,40.7,4.2048,0.924102,6.2439,66.2073
36045,42.5,4.3447,4.71023,11.7595,57.0062
36047,50,4.2894,34.7423,253.814,54.7103
36049,40.3,4.1719,0.744133,2.6205,57.8858
36051,39.3,5.1698,2.80865,6.3162,59.7735
36053,41.1,5.167,1.77907,6.9868,55.2058
36055,44.9,5.1105,14.288,73.1621,16.6659
36057,41.8,4.2716,1.4291,4.8632,48.0803
36059,44.9,9.245,10.8352,135.414,53.6218
36061,59.8,6.6818,15.3417,162.096,46.6774
36063,42.5,4.5749,6.52617,21.4613,48.9174
36065,43.5,4.5433,5.68933,23.1029,55.4092
36067,44.9,5.0129,9.94611,45.3846,44.1428
36069,42.3,5.53,2.23982,10.4205,56.3981
36071,40.7,6.9255,9.6094,37.6548,55.0489
36073,38.6,4.6418,6.93016,4.238,62.9646
36075,41.2,4.5071,0.963088,12.1588,50.5583
36077,42.4,4.4057,1.96341,6.2086,51.206
36079,39.2,8.8036,2.31357,9.9111,57.5275
36081,43,5.487,19.2057,227.886,28.0449
36083,40.8,5.4221,4.59614,15.5043,48.4313
36085,42.7,7.1206,9.92657,48.3168,49.7836
36087,43.9,8.2368,11.3358,29.7298,43.5372
36089,41.3,4.167,2.96423,10.9742,56.8965
36091,40.5,6.4705,1.54972,21.6491,52.9818
36093,42.2,5.4468,8.49715,15.0474,46.6709
36095,40,4.9695,1.26049,3.1813,59.3696
36097,39.4,4.4575,2.4185,1.8896,58.0805
36099,39.6,4.5571,4.66926,3.4181,52.4575
36101,42.9,4.2812,1.54126,9.6674,64.3988
36103,41.7,8.453,7.23382,151.103,48.7939
36105,42.9,4.8586,8.51773,7.5924,49.5377
36107,39.7,5.1011,0.551949,5.0367,58.0364
36109,47.6,4.6506,3.53539,10.0583,33.6703
36111,42.9,5.7485,5.75395,18.151,43.3902
36113,42.8,5.0168,0.784874,6.5743,55.1148
36115,38.9,4.6886,3.29674,6.2486,55.5713
36117,38.7,5.2351,3.7149,9.1658,60.3739
36119,53.5,7.9585,14.0241,94.905,40.6635
36121,38.5,4.8943,6.40603,4.182,64.9101
36123,44.1,4.4947,1.11718,2.4526,59.5784
37001,42.8,4.4172,17.9859,14.4769,61.8127
37003,43.6,4.152,5.62049,3.6278,69.6316
37005,48.3,3.2541,0.706098,1.0905,59.9747
37007,46.4,3.3706,47.9064,2.5243,41.4533
37009,43.7,3.5312,0.451565,2.5467,61.9629
37011,54.5,3.4676,2.64202,1.7903,75.9272
37013,45.6,3.9817,27.5672,4.5993,64.0454
37015,47.9,2.7487,62.5059,1.9187,38.7519
37017,47,3.0823,34.7155,3.2412,50.5595
37019,44.5,4.4321,9.21772,9.8712,60.6437
37021,46.8,4.375,6.97661,22.5869,50.3816
37023,43,3.6061,6.5695,8.8987,61.2895
37025,43,5.4274,14.1491,16.1473,67.4155
37027,43.9,3.7308,4.91673,7.9382,67.8863
37029,36.8,5.848,16.544,0.9375,63.0833
37031,43,4.6982,6.85193,6.3369,69.6412
37033,41.8,3.6414,34.1398,2.3228,51.7523
37035,44.5,4.3303,8.05893,15.5157,67.812
37037,45.3,5.5333,13.78,6.1444,50.065
37039,44,3.7708,0.564821,2.6203,67.1152
37041,45.1,3.7825,35.7782,1.4629,55.7214
37043,45.3,3.5089,2.41967,1.0084,66.2851
37045,43.6,3.7889,20.4676,9.8331,61.606
37047,48.4,3.2283,30.4662,5.405,51.1699
37049,43.2,4.4298,23.3105,9.6789,60.8123
37051,44.1,4.2733,35.2759,30.9316,52.0104
37053,38.9,5.5261,7.3251,2.3713,67.3453
37055,43.5,5.2173,3.69673,3.3976,60.3511
37057,42.3,4.4016,9.17242,15.6033,71.1246
37059,42.2,5.111,7.05015,4.0297,74.499
37061,44.7,3.3703,25.7573,5.2358,58.2718
37063,45.5,4.9928,36.5129,25.6296,31.8588
37065,45.9,3.0734,56.2279,5.2586,39.0365
37067,46.5,4.7438,25.0978,34.6851,54.5267
37069,41.1,4.3446,26.5118,5.7201,55.4084
37071,44.6,4.211,14.1401,20.2149,69.4311
37073,42.2,4.7217,35.8719,1.1555,47.5601
37075,45.6,2.7786,0.263687,0.7964,67.905
37077,41,4.8186,33.3824,5.567,51.2935
37079,42.9,3.8657,38.3149,2.0402,58.8692
37081,47,4.61,30.9369,46.4041,49.6657
37083,47.3,2.9681,52.2842,5.5118,41.3914
37085,41.5,4.2369,21.4217,10.8885,64.6534
37087,44.7,3.9676,1.25055,5.6535,56.5527
37089,43.2,4.4899,3.20034,10.0333,65.2174
37091,45.9,3.0958,59.5894,2.3281,36.5718
37093,40.6,4.1595,33.0818,4.241,47.7728
37095,39.2,4.0488,38.3752,0.5256,53.9753
37097,45.3,4.8234,12.3163,15.0346,68.1648
37099,45.1,3.7672,2.33764,3.6447,52.0847
37101,40.8,4.9897,15.6137,15.6888,68.5169
37103,43.5,3.3563,33.4962,1.0028,58.2595
37105,42.4,4.333,19.3805,5.7919,60.9903
37107,46.3,3.2188,40.0239,5.6831,57.1935
37109,42.3,4.7859,6.05681,7.2728,68.0847
37111,40.7,3.7374,3.72359,4.3587,66.5313
37113,49.7,3.8351,1.40767,3.2607,63.2753
37115,41.4,3.75,1.36451,2.0227,55.0318
37117,46,3.2121,42.6853,2.3699,51.1924
37119,47.4,5.5587,28.8991,86.1189,47.9961
37121,43.8,3.3118,0.452518,1.569,77.8473
37123,47.3,3.3223,19.4894,2.7456,57.1559
37125,43,4.694,14.8291,8.428,64.6819
37127,45.9,4.2909,36.265,9.2814,57.4175
37129,48.5,4.7644,15.5249,18.9463,56.0702
37131,45.7,2.9349,57.8235,2.0611,36.2688
37133,41.1,4.1725,16.9045,16.5181,69.7846
37135,52.8,4.9836,13.4511,12.4503,32.6299
37137,41.9,3.7936,22.6063,1.247,61.139
37139,44.2,4.4319,38.3423,4.0334,48.7017
37141,42.8,4.276,19.3835,4.9408,58.8721
37143,46,3.7798,26.6677,1.2367,60.0608
37145,42.4,4.4381,27.2942,3.7301,59.2042
37147,49.7,3.6732,33.1624,15.1931,53.5372
37149,42.1,3.9246,5.4849,1.9107,57.9526
37151,44.9,3.9642,5.83894,13.9443,74.69
37153,50,2.9403,30.6288,4.5947,48.0263
37155,48.1,2.8426,23.817,12.7686,47.3945
37157,41.7,3.816,19.0062,9.2007,61.4765
37159,42.7,4.5253,15.1033,13.7387,67.6556
37161,44.4,3.4881,10.9955,6.3153,66.6365
37163,45.6,3.4779,27.9256,6.2996,56.858
37165,47.6,3.1439,38.0475,3.6394,44.6049
37167,42.2,4.3491,11.3991,5.9136,70.1039
37169,40.2,3.9975,4.91768,4.5916,70.156
37171,44.2,3.6511,3.85084,7.2166,67.894
37173,44.2,3.3272,0.882771,1.3367,51.7476
37175,44.7,3.8446,5.00569,2.9886,61.6439
37177,47.1,3.0313,40.0049,0.4112,53.8998
37179,44.8,6.0074,12.2358,18.1852,70.555
37181,46.9,3.3874,48.6124,4.2987,43.9849
37183,43.6,6.4008,20.1661,82.8759,51.4633
37185,52.2,2.7876,52.3408,1.9545,35.4994
37187,48.5,3.2845,49.8189,1.2979,45.682
37189,51.7,3.3801,1.27476,4.4636,53.0171
37191,42.5,4.0325,32.0796,11.329,62.5469
37193,46.4,3.4154,4.04279,6.6563,70.8698
37195,44.9,3.8712,38.5736,7.6765,53.9108
37197,41.1,3.8105,3.71802,3.752,77.5184
37199,40.7,3.4949,0.403578,1.8336,52.4989
38001,41.9,3.555,0,0.2291,71.3166
38003,44,4.1911,0.350554,1.084,61.115
38005,46.4,3.0809,0.304834,0.6889,45.0248
38007,46.8,5.5192,0,0.0912,80.6104
38009,47.3,3.9643,0.264509,0.6427,67.2598
38011,44.4,4.7232,0,0.2944,75.0293
38013,44,4.9013,0,0.2027,69.9307
38015,42.9,5.207,0.443873,7.7049,68.7399
38017,46.9,4.5891,1.99996,13.7803,59.715
38019,42.5,4.7143,0.0256082,0.3905,62.7049
38021,45.2,3.6896,0.205954,0.5341,67.368
38023,45.7,4.6953,0.107354,0.1863,59.5541
38025,43.2,4.527,0.180832,0.3318,66.7802
38027,41.6,3.805,1.28258,0.2417,54.2359
38029,44.7,3.3947,0.197628,0.3542,69
38031,50.9,4.0801,0,0.3424,69.3098
38033,46.5,2.9226,0,0.1533,78.1421
38035,46.1,4.236,1.60425,6.6573,57.1112
38037,45.1,4.1875,0.039604,0.2525,77.2358
38039,44.9,3.8952,0,0.231,63.5468
38041,42.7,3.9018,0.664728,0.2407,70.4054
38043,45.6,3.8438,0,0.2298,66.5436
38045,46.2,4.1992,0.0734394,0.4085,68.5505
38047,43.2,4.0917,0,0.1946,75.089
38049,43.1,3.7039,0,0.5275,62.0948
38051,42.5,3.75,0.217865,0.2754,73.1039
38053,46.6,4.633,0.518413,0.5594,68.8093
38055,40.5,5.0679,0.478469,0.836,63.6963
38057,40.4,5.764,0.615965,0.7955,71.4255
38059,39,4.8791,0.297872,2.585,66.1738
38061,43.5,4.6821,0.397554,0.654,50.4481
38063,43,3.6336,0,0.3234,57.9278
38065,38.3,6.1607,0,0.1624,70.8895
38067,43.7,4.5457,0.105166,0.7607,64.1888
38069,40.9,3.4668,0.0731529,0.4101,67.4333
38071,43,4.3009,0.1866,1.1254,60.2294
38073,39.1,4.3944,0.176367,0.567,52.2025
38075,40.4,4.3137,0,0.2291,64.8352
38077,41.3,4.5403,0.368291,1.6563,64.3286
38079,47.4,3.0921,0.365711,1.3672,34.6365
38081,40.3,4.7652,0.394283,0.4058,52.2831
38083,45.7,3.5968,0,0.132,77.4573
38085,47.4,2.9858,0,0.4144,28.1167
38087,40.6,4.2679,0.142248,0.0703,78.5877
38089,42,4.6422,0.366186,2.2393,69.7055
38091,50.3,4.5037,0,0.1929,48.4647
38093,42.8,4.248,0.287105,2.055,64.5819
38095,39.8,4.2681,0.388266,0.2318,54.4404
38097,38.3,4.4385,0.375141,0.7997,59.9953
38099,42.5,4.23,0.135722,1.1052,61.8623
38101,41.9,4.7683,1.88455,5.6353,66.63
38103,45.7,3.8209,0,0.4251,64.8978
38105,41,5.2139,0.279984,1.9644,70.5167
39001,45.8,3.385,0.383768,2.8142,64.1015
39003,42.8,4.3433,11.3258,10.4946,66.6561
39005,40.6,4.5556,0.673721,5.4622,65.4752
39007,41,4.1498,3.11714,10.1375,46.6898
39009,49.6,3.019,2.7048,6.3073,36.333
39011,40.1,5.2185,0.36465,4.662,74.1541
39013,41.8,3.7753,3.9563,6.8372,46.9552
39015,38.3,4.5169,1.10672,4.3823,63.8755
39017,42.3,5.4344,6.51903,35.6878,66.328
39019,40.3,4.2375,1.17209,2.8752,54.8867
39021,40.4,4.9335,2.21245,3.9549,62.8685
39023,41.8,4.387,8.62561,14.0419,51.2041
39025,41.6,5.7217,1.26489,19.3377,70.9029
39027,40.4,4.7842,2.16488,4.282,70.6531
39029,41.4,4.0551,1.99479,10.8683,52.4202
39031,40.6,4.0021,1.31437,3.6215,57.4226
39033,39.2,4.1575,0.649601,4.4181,64.1854
39035,48.5,4.3145,28.8086,129.629,33.2299
39037,40.4,4.5165,0.358265,5.2196,69.9867
39039,39.8,4.5079,1.5526,3.8516,62.2451
39041,42,8.5054,3.79438,15.9868,66.3512
39043,42.1,4.6403,8.42248,7.74,46.5956
39045,40.1,5.6955,5.92934,14.0842,63.3598
39047,41.8,4.0249,2.5811,2.8205,62.983
39049,45.5,4.9041,19.2964,112.407,45.9416
39051,36.5,5.0262,0.428417,4.2482,62.4066
39053,45.5,3.6675,2.98019,3.0837,61.5931
39055,44.9,6.7596,1.47336,9.8143,60.485
39057,43.3,5.7011,6.21192,15.8389,61.4792
39059,42.4,3.7193,1.25459,4.0332,56.2566
39061,48.7,4.8363,24.2044,85.1867,53.0353
39063,42.8,4.8369,1.26928,7.4058,71.0284
39065,42.6,4.1423,0.690003,3.1739,63.416
39067,46.5,3.5493,2.79974,1.543,53.0337
39069,36.9,4.9417,0.766151,2.8976,66.0269
39071,41.6,4.0138,1.16082,4.2384,66.3815
39073,40.2,4.0618,1.00842,2.8857,52.9334
39075,41.5,4.5171,0.226768,4.1452,75.9912
39077,39.3,4.6898,0.876711,5.9997,58.4294
39079,45,3.4128,0.704817,3.3342,60.2978
39081,43.2,3.7097,5.20927,6.8762,47.4874
39083,38.6,4.5525,0.796657,5.8871,63.4348
39085,40,5.4616,2.60235,23.4634,51.3312
39087,43.7,3.4596,2.17922,6.2683,56.1068
39089,41.3,5.32,2.70244,15.6414,62.1007
39091,41.4,4.7579,1.30519,4.643,67.9467
39093,42.5,5.1981,8.16549,30.2811,43.8498
39095,46.2,4.2696,17.795,46.4956,39.8569
39097,43.2,5.3041,6.20961,4.1629,64.2584
39099,46.4,3.8977,15.8837,24.1071,37.0501
39101,41.4,4.0936,4.19862,6.5593,59.2786
39103,39,6.6458,1.44105,16.9946,57.0737
39105,42.7,3.3928,1.19661,2.2898,58.6845
39107,39,5.0685,0.279679,4.0761,75.3133
39109,39.7,5.1827,2.21327,10.0982,65.9751
39111,41.3,3.4621,0.140095,1.4276,44.7306
39113,44.8,4.3815,20.2185,53.8299,49.3505
39115,39.7,3.3601,3.2425,1.4495,56.8025
39117,35.3,4.8907,0.0958327,3.4435,64.6016
39119,43.7,3.9582,3.30556,8.5099,57.7086
39121,41.7,4.2961,7.37958,1.4242,59.2021
39123,40.3,5.3277,1.16697,4.1132,51.9903
39125,36.3,4.5716,0.688002,1.9186,63.1524
39127,40.3,4.2299,0.310718,3.508,51.8768
39129,38.2,4.8985,4.67102,5.3864,62.3045
39131,43,3.5412,0.865195,2.7855,52.1224
39133,42.6,5.0079,3.92946,15.6001,46.758
39135,38.8,4.8743,0.331023,4.1689,65.348
39137,36.4,5.563,0.191144,3.4529,76.5531
39139,41.4,4.2233,9.39972,12.5791,60.1121
39141,43.2,4.1641,5.13692,7.5629,55.2854
39143,37,4.7699,2.91465,6.0659,56.1687
39145,45.6,3.1445,2.60123,7.631,52.1818
39147,38.6,4.3397,2.13891,5.6711,59.1953
39149,38.6,4.9323,1.88865,4.8712,71.406
39151,43.7,4.4999,7.19455,37.9468,49.3313
39153,45.6,4.7776,13.9442,54.4221,43.1781
39155,41.8,4.2407,8.16639,21.335,38.1084
39157,39.9,4.2995,0.912947,9.1243,55.8574
39159,36.3,6.9079,2.63891,4.7406,70.4323
39161,36.2,4.4526,0.572003,2.8846,72.2536
39163,42.3,3.3873,1.3033,1.3274,55.0121
